时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2025-6-5 18:13:3:725	WTSDCL(FE:D5:86:66:1D:7C)	-0.299	-1.007	-0.171	-12.878	-40.222	6.836	-90.71	16.66	-129.79	5.100	44.150	-30.717	-0.36649	0.18976	-0.68222	0.60342	7.0	10092.1.12	100
2025-6-5 18:13:3:729	WT901BLE67(C1:AA:08:9C:D1:14)	-0.358	0.895	0.161	-8.057	26.428	0.427	89.64	23.65	-64.10	-64.000	-91.125	-67.058	0.49725	0.64337	-0.27557	-0.51260	-3.2	10080.1.21	100
2025-6-5 18:13:3:799	WT901BLE67(E9:8A:1A:DD:D5:28)	0.379	0.918	0.069	12.024	35.645	6.409	73.42	-22.02	138.94	19.375	-27.250	25.050	-0.18237	-0.35577	-0.48914	-0.77512	-2.3	10080.1.21	100
2025-6-5 18:13:3:808	WTSDCL(FE:D5:86:66:1D:7C)	-0.353	-0.960	-0.206	-8.301	-42.419	-4.028	-90.98	17.03	-126.56	1.175	47.483	-8.242	-0.36649	0.18976	-0.68222	0.60342	7.0	10092.1.12	100
2025-6-5 18:13:3:848	WT901BLE67(C1:AA:08:9C:D1:14)	-0.304	0.955	0.117	-5.981	47.119	-2.319	90.79	23.77	-59.88	-64.000	-91.125	-67.058	0.49725	0.64337	-0.27557	-0.51260	-3.2	10080.1.21	100
2025-6-5 18:13:3:890	WT901BLE67(E9:8A:1A:DD:D5:28)	0.346	1.114	-0.007	7.141	29.541	11.292	73.22	-22.35	142.46	20.875	-38.750	37.383	-0.18237	-0.35577	-0.48914	-0.77512	-2.3	10080.1.21	100
2025-6-5 18:13:3:899	WTSDCL(FE:D5:86:66:1D:7C)	-0.324	-0.996	-0.182	-6.775	-37.476	-6.104	-91.26	16.45	-123.60	1.175	47.483	-8.242	-0.36649	0.18976	-0.68222	0.60342	7.0	10092.1.12	100
2025-6-5 18:13:3:939	WT901BLE67(C1:AA:08:9C:D1:14)	-0.404	0.891	0.217	-14.160	48.401	-0.916	91.61	23.79	-54.42	-64.000	-91.125	-67.058	0.55295	0.69073	-0.18878	-0.42587	-3.2	10080.1.21	100
2025-6-5 18:13:4:12	WT901BLE67(E9:8A:1A:DD:D5:28)	0.340	1.105	-0.013	7.324	20.203	1.221	73.03	-22.24	145.28	20.875	-38.750	37.383	-0.18237	-0.35577	-0.48914	-0.77512	-2.3	10080.1.21	100
2025-6-5 18:13:4:20	WTSDCL(FE:D5:86:66:1D:7C)	-0.319	-0.914	-0.151	-1.526	-40.588	1.282	-90.96	16.57	-120.17	1.175	47.483	-8.242	-0.44110	0.26788	-0.65979	0.54614	7.0	10092.1.12	100
2025-6-5 18:13:4:59	WT901BLE67(C1:AA:08:9C:D1:14)	-0.496	0.859	0.124	-10.559	58.594	-1.099	92.35	23.88	-48.66	-64.000	-91.125	-67.058	0.55295	0.69073	-0.18878	-0.42587	-3.2	10080.1.21	100
2025-6-5 18:13:4:97	WT901BLE67(E9:8A:1A:DD:D5:28)	0.177	0.965	0.106	10.315	19.165	5.188	73.15	-22.32	147.26	20.875	-38.750	37.383	-0.10651	-0.30853	-0.51678	-0.79138	-2.3	10080.1.21	100
2025-6-5 18:13:4:109	WTSDCL(FE:D5:86:66:1D:7C)	-0.293	-1.024	-0.116	-5.432	-31.555	-0.549	-90.73	17.38	-117.11	3.508	48.450	2.492	-0.44110	0.26788	-0.65979	0.54614	7.0	10092.1.12	100
2025-6-5 18:13:4:120	WT901BLE67(C1:AA:08:9C:D1:14)	-0.441	1.054	0.229	-14.587	61.890	-9.094	93.21	24.31	-42.25	-60.750	-94.125	-83.683	0.55295	0.69073	-0.18878	-0.42587	-3.2	10080.1.21	100
2025-6-5 18:13:4:200	WTSDCL(FE:D5:86:66:1D:7C)	-0.281	-0.963	-0.088	-10.315	-30.518	-5.981	-91.02	16.95	-113.92	3.508	48.450	2.492	-0.44110	0.26788	-0.65979	0.54614	7.0	10092.1.12	100
2025-6-5 18:13:4:220	WT901BLE67(E9:8A:1A:DD:D5:28)	0.242	1.115	0.050	7.324	24.292	2.930	72.84	-22.09	149.87	20.875	-38.750	37.383	-0.10651	-0.30853	-0.51678	-0.79138	-2.3	10080.1.21	100
2025-6-5 18:13:4:282	WT901BLE67(E9:8A:1A:DD:D5:28)	0.554	0.958	0.044	7.141	7.263	0.671	72.81	-21.86	151.69	17.375	-42.375	43.550	-0.10651	-0.30853	-0.51678	-0.79138	-2.3	10080.1.21	100
2025-6-5 18:13:4:299	WT901BLE67(C1:AA:08:9C:D1:14)	-0.337	0.866	0.321	-17.212	52.002	-0.671	93.86	24.63	-36.07	-60.750	-94.125	-83.683	0.55295	0.69073	-0.18878	-0.42587	-3.2	10080.1.21	100
2025-6-5 18:13:4:320	WTSDCL(FE:D5:86:66:1D:7C)	-0.282	-0.857	-0.085	-13.428	-33.264	-4.883	-91.65	16.52	-109.51	3.508	48.450	2.492	-0.44110	0.26788	-0.65979	0.54614	7.0	10092.1.12	100
2025-6-5 18:13:4:359	WT901BLE67(C1:AA:08:9C:D1:14)	-0.340	0.967	0.240	-11.292	15.747	-2.747	93.67	24.71	-32.60	-60.750	-94.125	-83.683	0.61090	0.71747	-0.05862	-0.32935	-3.2	10080.1.21	100
2025-6-5 18:13:4:409	WTSDCL(FE:D5:86:66:1D:7C)	-0.224	-1.065	-0.095	-18.494	-20.203	-13.428	-92.67	15.96	-104.95	3.508	48.450	2.492	-0.49933	0.37762	-0.62076	0.47180	7.0	10092.1.12	100
2025-6-5 18:13:4:433	WT901BLE67(E9:8A:1A:DD:D5:28)	0.350	0.882	0.117	2.380	-1.343	4.822	73.28	-22.12	151.83	17.375	-42.375	43.550	-0.10651	-0.30853	-0.51678	-0.79138	-2.3	10080.1.21	100
2025-6-5 18:13:4:449	WT901BLE67(C1:AA:08:9C:D1:14)	-0.448	1.010	0.200	-20.325	-1.465	-11.536	92.15	25.33	-32.12	-60.750	-94.125	-83.683	0.61090	0.71747	-0.05862	-0.32935	-3.2	10080.1.21	100
2025-6-5 18:13:4:492	WT901BLE67(E9:8A:1A:DD:D5:28)	0.425	0.891	0.299	11.963	9.583	3.235	73.65	-22.42	152.25	17.375	-42.375	43.550	-0.06909	-0.28900	-0.53708	-0.78940	-2.3	10080.1.21	100
2025-6-5 18:13:4:531	WTSDCL(FE:D5:86:66:1D:7C)	-0.166	-0.874	-0.104	-13.977	-8.667	-11.353	-94.08	14.50	-100.73	3.508	48.450	2.492	-0.49933	0.37762	-0.62076	0.47180	7.0	10092.1.12	100
2025-6-5 18:13:4:540	WT901BLE67(C1:AA:08:9C:D1:14)	-0.458	0.834	0.106	-17.273	6.958	-2.380	90.26	25.96	-32.06	-53.500	-92.625	-97.883	0.61090	0.71747	-0.05862	-0.32935	-3.2	10080.1.21	100
2025-6-5 18:13:4:610	WT901BLE67(E9:8A:1A:DD:D5:28)	0.407	0.966	0.193	6.165	8.057	6.531	74.60	-22.74	153.42	17.375	-42.375	43.550	-0.06909	-0.28900	-0.53708	-0.78940	-2.3	10080.1.21	100
2025-6-5 18:13:4:618	WTSDCL(FE:D5:86:66:1D:7C)	-0.209	-1.015	-0.152	-10.132	-12.573	-17.151	-95.06	13.27	-96.25	4.883	43.833	13.342	-0.49933	0.37762	-0.62076	0.47180	7.0	10092.1.12	100
2025-6-5 18:13:4:660	WT901BLE67(C1:AA:08:9C:D1:14)	-0.290	0.836	0.076	-22.156	17.212	-3.845	88.73	26.32	-30.70	-53.500	-92.625	-97.883	0.61090	0.71747	-0.05862	-0.32935	-3.2	10080.1.21	100
2025-6-5 18:13:4:698	WT901BLE67(E9:8A:1A:DD:D5:28)	0.265	0.905	0.199	2.380	13.977	6.836	74.29	-22.99	154.88	13.125	-39.125	46.017	-0.06909	-0.28900	-0.53708	-0.78940	-2.3	10080.1.21	100
2025-6-5 18:13:4:707	WTSDCL(FE:D5:86:66:1D:7C)	-0.205	-0.959	-0.145	-6.653	-21.790	-4.700	-95.72	11.92	-90.55	4.883	43.833	13.342	-0.49933	0.37762	-0.62076	0.47180	7.0	10092.1.12	100
2025-6-5 18:13:4:752	WT901BLE67(C1:AA:08:9C:D1:14)	-0.387	0.895	0.168	-25.269	23.743	3.052	87.04	26.55	-28.38	-53.500	-92.625	-97.883	0.65967	0.68777	0.00461	-0.30283	-3.2	10080.1.21	100
2025-6-5 18:13:4:805	WTSDCL(FE:D5:86:66:1D:7C)	-0.259	-0.932	-0.156	1.526	-36.438	-2.930	-95.47	11.71	-84.18	4.883	43.833	13.342	-0.55643	0.51111	-0.53241	0.38153	7.0	10092.1.12	100
2025-6-5 18:13:4:818	WT901BLE67(E9:8A:1A:DD:D5:28)	0.382	0.975	0.121	-2.075	12.695	4.272	73.67	-22.87	156.48	13.125	-39.125	46.017	-0.06909	-0.28900	-0.53708	-0.78940	-2.3	10080.1.21	100
2025-6-5 18:13:4:868	WT901BLE67(C1:AA:08:9C:D1:14)	-0.440	0.909	0.083	-10.376	41.016	-1.831	86.99	26.52	-24.58	-53.500	-92.625	-97.883	0.65967	0.68777	0.00461	-0.30283	-3.2	10080.1.21	100
2025-6-5 18:13:4:910	WT901BLE67(E9:8A:1A:DD:D5:28)	0.296	0.940	0.247	-15.747	6.653	10.925	72.63	-23.35	157.47	13.125	-39.125	46.017	-0.03506	-0.27167	-0.52750	-0.80411	-2.3	10080.1.21	100
2025-6-5 18:13:4:918	WTSDCL(FE:D5:86:66:1D:7C)	-0.281	-1.040	-0.241	13.245	-33.447	-9.705	-94.52	11.32	-77.05	4.883	43.833	13.342	-0.55643	0.51111	-0.53241	0.38153	7.0	10092.1.12	100
2025-6-5 18:13:4:928	WT901BLE67(C1:AA:08:9C:D1:14)	-0.454	0.804	0.063	3.540	35.339	8.057	88.64	26.09	-20.17	-52.000	-91.500	-104.225	0.65967	0.68777	0.00461	-0.30283	-3.2	10080.1.21	100
2025-6-5 18:13:5:8	WTSDCL(FE:D5:86:66:1D:7C)	-0.389	-0.965	-0.208	19.409	-40.466	-8.667	-92.48	10.49	-70.08	8.767	42.217	20.742	-0.55643	0.51111	-0.53241	0.38153	7.0	10092.1.12	100
2025-6-5 18:13:5:46	WT901BLE67(E9:8A:1A:DD:D5:28)	0.233	0.950	0.259	-16.724	15.442	11.963	70.20	-24.01	158.98	13.125	-39.125	46.017	-0.03506	-0.27167	-0.52750	-0.80411	-2.3	10080.1.21	100
2025-6-5 18:13:5:51	WT901BLE67(C1:AA:08:9C:D1:14)	-0.418	0.961	0.128	-4.150	35.950	0.305	90.75	25.61	-16.02	-52.000	-91.500	-104.225	0.65967	0.68777	0.00461	-0.30283	-3.2	10080.1.21	100
2025-6-5 18:13:5:91	WT901BLE67(E9:8A:1A:DD:D5:28)	0.746	0.928	0.224	-16.724	15.625	6.836	67.57	-24.03	161.10	13.250	-41.750	43.600	-0.03506	-0.27167	-0.52750	-0.80411	-2.3	10080.1.21	100
2025-6-5 18:13:5:100	WTSDCL(FE:D5:86:66:1D:7C)	0.282	-1.297	-0.165	13.916	-64.087	-8.301	-90.26	9.36	-61.89	8.767	42.217	20.742	-0.55643	0.51111	-0.53241	0.38153	7.0	10092.1.12	100
2025-6-5 18:13:5:140	WT901BLE67(C1:AA:08:9C:D1:14)	-0.299	0.931	0.358	-29.053	20.935	-0.854	90.26	25.74	-12.48	-52.000	-91.500	-104.225	0.67853	0.69678	0.07599	-0.21954	-3.2	10080.1.21	100
2025-6-5 18:13:5:208	WT901BLE67(E9:8A:1A:DD:D5:28)	0.677	1.512	0.255	-7.507	17.578	24.353	64.54	-23.97	163.80	13.250	-41.750	43.600	-0.03506	-0.27167	-0.52750	-0.80411	-2.3	10080.1.21	100
2025-6-5 18:13:5:218	WTSDCL(FE:D5:86:66:1D:7C)	0.120	-0.811	0.381	31.555	-49.805	7.568	-87.63	9.56	-52.30	8.767	42.217	20.742	-0.67657	0.59314	-0.34860	0.26233	7.0	10092.1.12	100
2025-6-5 18:13:5:258	WT901BLE67(C1:AA:08:9C:D1:14)	-0.240	0.925	0.033	0.488	-7.141	-0.244	88.72	25.60	-12.47	-52.000	-91.500	-104.225	0.67853	0.69678	0.07599	-0.21954	-3.2	10080.1.21	100
2025-6-5 18:13:5:303	WT901BLE67(E9:8A:1A:DD:D5:28)	0.195	0.590	-0.157	45.105	2.136	-13.977	66.58	-23.59	164.64	13.250	-41.750	43.600	0.00024	-0.23492	-0.52811	-0.81595	-2.3	10080.1.21	100
2025-6-5 18:13:5:313	WTSDCL(FE:D5:86:66:1D:7C)	-0.072	-1.021	0.316	23.193	24.292	-41.687	-84.51	6.82	-50.28	8.767	42.217	20.742	-0.67657	0.59314	-0.34860	0.26233	7.0	10092.1.12	100
2025-6-5 18:13:5:352	WT901BLE67(C1:AA:08:9C:D1:14)	-0.567	0.953	0.126	1.343	2.869	7.935	89.13	25.21	-13.16	-49.875	-91.375	-110.517	0.67853	0.69678	0.07599	-0.21954	-3.2	10080.1.21	100
2025-6-5 18:13:5:400	WTSDCL(FE:D5:86:66:1D:7C)	-0.156	-0.834	0.239	31.433	64.392	-9.399	-81.38	4.85	-51.28	4.408	42.050	18.500	-0.67657	0.59314	-0.34860	0.26233	7.0	10092.1.12	100
2025-6-5 18:13:5:417	WT901BLE67(E9:8A:1A:DD:D5:28)	0.136	0.796	0.021	48.889	-1.648	0.366	71.30	-22.37	164.33	13.250	-41.750	43.600	0.00024	-0.23492	-0.52811	-0.81595	-2.3	10080.1.21	100
2025-6-5 18:13:5:500	WT901BLE67(C1:AA:08:9C:D1:14)	-0.456	0.826	0.161	-17.395	17.151	-1.160	88.85	24.78	-11.85	-49.875	-91.375	-110.517	0.67853	0.69678	0.07599	-0.21954	-3.2	10080.1.21	100
2025-6-5 18:13:5:509	WT901BLE67(E9:8A:1A:DD:D5:28)	0.180	0.778	0.134	59.204	-9.399	-2.869	77.05	-22.42	163.62	11.500	-42.625	57.150	0.00024	-0.23492	-0.52811	-0.81595	-2.3	10080.1.21	100
2025-6-5 18:13:5:519	WTSDCL(FE:D5:86:66:1D:7C)	-0.107	-0.997	0.197	-6.653	21.362	-14.709	-80.22	4.39	-53.20	4.408	42.050	18.500	-0.67657	0.59314	-0.34860	0.26233	7.0	10092.1.12	100
2025-6-5 18:13:5:560	WT901BLE67(C1:AA:08:9C:D1:14)	-0.291	0.796	0.220	-41.321	6.775	0.549	86.11	25.34	-10.38	-49.875	-91.375	-110.517	0.72241	0.65466	0.09933	-0.19885	-3.2	10080.1.21	100
2025-6-5 18:13:5:612	WTSDCL(FE:D5:86:66:1D:7C)	-0.124	-0.786	0.381	-24.048	6.409	21.667	-81.39	5.67	-50.59	4.408	42.050	18.500	-0.69824	0.57706	-0.31750	0.28030	7.0	10092.1.12	100
2025-6-5 18:13:5:629	WT901BLE67(E9:8A:1A:DD:D5:28)	0.931	0.762	0.183	58.960	-10.010	-4.578	83.56	-22.10	162.43	11.500	-42.625	57.150	0.00024	-0.23492	-0.52811	-0.81595	-2.3	10080.1.21	100
2025-6-5 18:13:5:677	WT901BLE67(C1:AA:08:9C:D1:14)	-0.475	0.927	0.255	-44.617	7.141	-3.906	81.58	25.46	-9.79	-49.875	-91.375	-110.517	0.72241	0.65466	0.09933	-0.19885	-3.2	10080.1.21	100
2025-6-5 18:13:5:688	WT901BLE67(E9:8A:1A:DD:D5:28)	0.493	3.120	0.432	31.494	2.197	-55.664	89.82	-21.16	161.07	11.500	-42.625	57.150	0.00662	-0.24316	-0.65994	-0.71075	-2.3	10080.1.21	100
2025-6-5 18:13:5:700	WTSDCL(FE:D5:86:66:1D:7C)	-0.039	-0.792	0.322	-40.955	38.818	27.039	-84.31	8.83	-49.88	4.408	42.050	18.500	-0.69824	0.57706	-0.31750	0.28030	7.0	10092.1.12	100
2025-6-5 18:13:5:742	WT901BLE67(C1:AA:08:9C:D1:14)	-0.604	0.960	-0.002	-59.265	-15.625	-5.676	76.50	25.89	-10.26	-48.000	-81.125	-121.683	0.72241	0.65466	0.09933	-0.19885	-3.2	10080.1.21	100
2025-6-5 18:13:5:822	WTSDCL(FE:D5:86:66:1D:7C)	0.016	-1.391	-0.074	-56.641	60.486	-15.076	-89.66	10.31	-50.68	2.842	41.492	14.658	-0.69824	0.57706	-0.31750	0.28030	7.0	10092.1.12	100
2025-6-5 18:13:5:839	WT901BLE67(E9:8A:1A:DD:D5:28)	0.378	0.886	0.475	-17.578	-12.085	3.662	89.18	-20.94	159.83	11.500	-42.625	57.150	0.00662	-0.24316	-0.65994	-0.71075	-2.3	10080.1.21	100
2025-6-5 18:13:5:860	WT901BLE67(C1:AA:08:9C:D1:14)	-0.663	1.344	0.041	-37.842	-28.320	-6.897	69.22	25.78	-13.00	-48.000	-81.125	-121.683	0.72241	0.65466	0.09933	-0.19885	-3.2	10080.1.21	100
2025-6-5 18:13:5:902	WT901BLE67(E9:8A:1A:DD:D5:28)	0.374	0.953	0.117	-28.748	4.639	-2.258	87.37	-21.09	159.43	17.125	-39.000	58.700	0.00662	-0.24316	-0.65994	-0.71075	-2.3	10080.1.21	100
2025-6-5 18:13:5:911	WTSDCL(FE:D5:86:66:1D:7C)	-0.024	-1.003	-0.007	-30.701	21.179	-22.278	-94.14	8.59	-54.16	2.842	41.492	14.658	-0.69824	0.57706	-0.31750	0.28030	7.0	10092.1.12	100
2025-6-5 18:13:5:952	WT901BLE67(C1:AA:08:9C:D1:14)	-0.414	0.913	-0.021	23.682	4.578	2.014	68.56	25.91	-14.13	-48.000	-81.125	-121.683	0.78146	0.57831	0.09930	-0.21188	-3.2	10080.1.21	100
2025-6-5 18:13:6:2	WTSDCL(FE:D5:86:66:1D:7C)	-0.128	-0.953	-0.345	-25.269	15.198	-31.616	-96.22	4.84	-51.82	2.842	41.492	14.658	-0.61035	0.66278	-0.34613	0.26126	7.0	10092.1.12	100
2025-6-5 18:13:6:22	WT901BLE67(E9:8A:1A:DD:D5:28)	0.504	0.867	0.017	-38.147	-22.522	1.526	83.74	-21.08	158.80	17.125	-39.000	58.700	0.00662	-0.24316	-0.65994	-0.71075	-2.3	10080.1.21	100
2025-6-5 18:13:6:68	WT901BLE67(C1:AA:08:9C:D1:14)	-0.195	0.603	0.144	38.452	5.127	42.114	71.72	24.01	-13.11	-48.000	-81.125	-121.683	0.78146	0.57831	0.09930	-0.21188	-3.2	10080.1.21	100
2025-6-5 18:13:6:109	WT901BLE67(E9:8A:1A:DD:D5:28)	0.427	0.838	0.234	-47.180	-24.658	2.319	80.24	-21.61	155.95	17.125	-39.000	58.700	-0.04877	-0.27829	-0.56631	-0.77417	-2.3	10080.1.21	100
2025-6-5 18:13:6:120	WTSDCL(FE:D5:86:66:1D:7C)	-0.095	-0.950	-0.199	2.563	-18.127	-15.259	-97.43	3.47	-49.37	2.842	41.492	14.658	-0.61035	0.66278	-0.34613	0.26126	7.0	10092.1.12	100
2025-6-5 18:13:6:161	WT901BLE67(C1:AA:08:9C:D1:14)	-0.371	0.669	0.205	63.843	17.273	17.883	77.70	20.86	-10.99	-51.000	-85.875	-110.842	0.78146	0.57831	0.09930	-0.21188	-3.2	10080.1.21	100
2025-6-5 18:13:6:211	WTSDCL(FE:D5:86:66:1D:7C)	-0.243	-1.053	-0.169	16.663	-25.696	-1.526	-96.93	3.19	-45.91	-0.350	33.642	15.750	-0.61035	0.66278	-0.34613	0.26126	7.0	10092.1.12	100
2025-6-5 18:13:6:228	WT901BLE67(E9:8A:1A:DD:D5:28)	0.265	0.906	0.259	-47.852	11.780	5.066	76.00	-22.30	155.35	17.125	-39.000	58.700	-0.04877	-0.27829	-0.56631	-0.77417	-2.3	10080.1.21	100
2025-6-5 18:13:6:278	WT901BLE67(C1:AA:08:9C:D1:14)	-0.637	0.484	0.202	77.393	22.644	-13.306	85.54	21.20	-8.65	-51.000	-85.875	-110.842	0.78146	0.57831	0.09930	-0.21188	-3.2	10080.1.21	100
2025-6-5 18:13:6:300	WTSDCL(FE:D5:86:66:1D:7C)	-0.333	-0.932	-0.290	41.870	-48.035	1.404	-93.92	3.50	-41.33	-0.350	33.642	15.750	-0.61035	0.66278	-0.34613	0.26126	7.0	10092.1.12	100
2025-6-5 18:13:6:319	WT901BLE67(E9:8A:1A:DD:D5:28)	0.476	0.924	0.230	-47.791	15.137	3.906	70.96	-22.10	157.00	15.875	-43.250	42.108	-0.04877	-0.27829	-0.56631	-0.77417	-2.3	10080.1.21	100
2025-6-5 18:13:6:340	WT901BLE67(C1:AA:08:9C:D1:14)	-0.463	1.665	0.186	16.602	-120.239	64.758	92.52	22.63	-7.44	-51.000	-85.875	-110.842	0.66815	0.71909	0.07697	-0.17444	-3.2	10080.1.21	100
2025-6-5 18:13:6:423	WTSDCL(FE:D5:86:66:1D:7C)	0.441	-1.391	-0.237	44.617	-57.983	20.630	-89.71	5.49	-35.46	-0.350	33.642	15.750	-0.69046	0.65817	-0.24222	0.17682	7.0	10092.1.12	100
2025-6-5 18:13:6:439	WT901BLE67(E9:8A:1A:DD:D5:28)	0.622	0.886	0.209	-31.982	28.137	14.587	66.40	-22.07	159.40	15.875	-43.250	42.108	-0.04877	-0.27829	-0.56631	-0.77417	-2.3	10080.1.21	100
2025-6-5 18:13:6:464	WT901BLE67(C1:AA:08:9C:D1:14)	-0.552	0.907	0.415	-7.141	1.160	-11.780	92.45	22.51	-7.72	-51.000	-85.875	-110.842	0.66815	0.71909	0.07697	-0.17444	-3.2	10080.1.21	100
2025-6-5 18:13:6:504	WT901BLE67(E9:8A:1A:DD:D5:28)	0.714	1.346	-0.122	-14.893	35.278	8.972	61.83	-22.69	163.80	15.875	-43.250	42.108	-0.00748	-0.23154	-0.47214	-0.85049	-2.3	10080.1.21	100
2025-6-5 18:13:6:510	WTSDCL(FE:D5:86:66:1D:7C)	0.183	-0.849	0.338	38.391	-68.115	-6.714	-85.36	7.72	-26.59	-0.350	33.642	15.750	-0.69046	0.65817	-0.24222	0.17682	7.0	10092.1.12	100
2025-6-5 18:13:6:551	WT901BLE67(C1:AA:08:9C:D1:14)	-0.228	0.975	0.098	-17.029	3.845	-18.372	91.85	24.36	-7.27	-45.375	-91.875	-113.800	0.66815	0.71909	0.07697	-0.17444	-3.2	10080.1.21	100
2025-6-5 18:13:6:600	WTSDCL(FE:D5:86:66:1D:7C)	-0.129	-1.252	0.332	28.198	41.077	-37.048	-82.21	4.81	-24.79	6.183	42.225	20.408	-0.69046	0.65817	-0.24222	0.17682	7.0	10092.1.12	100
2025-6-5 18:13:6:626	WT901BLE67(E9:8A:1A:DD:D5:28)	0.211	0.710	-0.190	33.997	6.104	-2.319	62.57	-23.27	166.13	15.875	-43.250	42.108	-0.00748	-0.23154	-0.47214	-0.85049	-2.3	10080.1.21	100
2025-6-5 18:13:6:674	WT901BLE67(C1:AA:08:9C:D1:14)	-0.329	1.028	0.022	-8.911	13.794	-9.583	90.70	25.92	-6.40	-45.375	-91.875	-113.800	0.66815	0.71909	0.07697	-0.17444	-3.2	10080.1.21	100
2025-6-5 18:13:6:712	WT901BLE67(E9:8A:1A:DD:D5:28)	0.223	0.745	0.032	66.833	-14.404	-24.719	67.99	-21.47	164.88	13.875	-43.000	54.125	-0.00748	-0.23154	-0.47214	-0.85049	-2.3	10080.1.21	100
2025-6-5 18:13:6:762	WT901BLE67(C1:AA:08:9C:D1:14)	-0.443	0.958	0.143	-19.836	15.198	-8.545	89.92	26.76	-4.45	-45.375	-91.875	-113.800	0.69040	0.68747	0.13818	-0.17746	-3.2	10080.1.21	100
2025-6-5 18:13:6:780	WTSDCL(FE:D5:86:66:1D:7C)	-0.119	-0.771	0.230	40.710	53.162	11.658	-77.78	4.54	-26.56	6.183	42.225	20.408	-0.69046	0.65817	-0.24222	0.17682	7.0	10092.1.12	100
2025-6-5 18:13:6:829	WT901BLE67(E9:8A:1A:DD:D5:28)	0.283	0.814	0.193	72.510	-20.996	-0.732	76.28	-20.91	162.36	13.875	-43.000	54.125	-0.00748	-0.23154	-0.47214	-0.85049	-2.3	10080.1.21	100
2025-6-5 18:13:6:838	WTSDCL(FE:D5:86:66:1D:7C)	-0.082	-1.007	0.306	-0.854	9.521	-2.686	-76.01	5.64	-28.09	6.183	42.225	20.408	-0.76944	0.59128	-0.19028	0.14850	7.0	10092.1.12	100
2025-6-5 18:13:6:883	WT901BLE67(C1:AA:08:9C:D1:14)	-0.257	0.959	0.246	-31.067	0.000	-9.155	88.36	27.59	-3.42	-45.375	-91.875	-113.800	0.69040	0.68747	0.13818	-0.17746	-3.2	10080.1.21	100
2025-6-5 18:13:6:921	WT901BLE67(E9:8A:1A:DD:D5:28)	0.345	0.891	0.295	58.655	-11.475	14.587	83.40	-21.91	160.71	13.875	-43.000	54.125	0.01242	-0.25861	-0.64142	-0.72211	-2.3	10080.1.21	100
2025-6-5 18:13:6:930	WTSDCL(FE:D5:86:66:1D:7C)	-0.048	-0.879	0.365	-19.653	12.817	20.264	-76.88	6.94	-27.09	6.183	42.225	20.408	-0.76944	0.59128	-0.19028	0.14850	7.0	10092.1.12	100
2025-6-5 18:13:6:972	WT901BLE67(C1:AA:08:9C:D1:14)	-0.226	0.927	0.209	-50.964	-5.859	-4.333	84.42	28.34	-3.78	-43.125	-83.625	-122.358	0.69040	0.68747	0.13818	-0.17746	-3.2	10080.1.21	100
2025-6-5 18:13:7:38	WT901BLE67(E9:8A:1A:DD:D5:28)	0.394	0.793	0.217	51.514	-6.226	14.465	89.41	-23.42	159.87	13.875	-43.000	54.125	0.01242	-0.25861	-0.64142	-0.72211	-2.3	10080.1.21	100
2025-6-5 18:13:7:49	WTSDCL(FE:D5:86:66:1D:7C)	-0.192	-0.823	0.388	-33.997	33.447	16.113	-79.57	8.62	-27.36	2.425	44.558	12.025	-0.76944	0.59128	-0.19028	0.14850	7.0	10092.1.12	100
2025-6-5 18:13:7:89	WT901BLE67(C1:AA:08:9C:D1:14)	-0.584	0.762	0.093	-55.603	-1.648	6.836	78.86	28.22	-4.09	-43.125	-83.625	-122.358	0.69040	0.68747	0.13818	-0.17746	-3.2	10080.1.21	100
2025-6-5 18:13:7:99	WT901BLE67(E9:8A:1A:DD:D5:28)	0.570	4.063	0.840	-33.813	36.438	-13.977	93.63	-23.65	159.54	12.875	-41.375	63.092	0.01242	-0.25861	-0.64142	-0.72211	-2.3	10080.1.21	100
2025-6-5 18:13:7:140	WTSDCL(FE:D5:86:66:1D:7C)	-0.122	-0.730	0.233	-63.171	60.303	14.587	-83.95	10.91	-29.56	2.425	44.558	12.025	-0.76944	0.59128	-0.19028	0.14850	7.0	10092.1.12	100
2025-6-5 18:13:7:151	WT901BLE67(C1:AA:08:9C:D1:14)	-0.686	1.018	-0.229	-71.777	-9.521	-16.785	72.69	28.81	-4.43	-43.125	-83.625	-122.358	0.80179	0.54391	0.16534	-0.18387	-3.2	10080.1.21	100
2025-6-5 18:13:7:234	WTSDCL(FE:D5:86:66:1D:7C)	-0.036	-1.334	-0.193	-45.959	97.229	-9.338	-90.25	10.18	-31.99	2.425	44.558	12.025	-0.67542	0.67221	-0.26440	0.14804	7.0	10092.1.12	100
2025-6-5 18:13:7:249	WT901BLE67(E9:8A:1A:DD:D5:28)	-0.075	0.816	0.217	-21.362	29.114	4.944	90.86	-23.47	161.43	12.875	-41.375	63.092	0.01242	-0.25861	-0.64142	-0.72211	-2.3	10080.1.21	100
